state,year,quarter,year_quarter,transaction_type,"transaction_count
",transaction_amount,avg_transaction_value,Region
Madhya Pradesh,2018,Q4,2018-Q4,Recharge & bill payments,7273502,1669345516.94,230,Central Region
Madhya Pradesh,2018,Q4,2018-Q4,Merchant payments,2056426,1036249753.93,504,Central Region
Madhya Pradesh,2018,Q4,2018-Q4,Financial Services,313540,43367243.15,138,Central Region
Madhya Pradesh,2018,Q4,2018-Q4,Others,297532,259296894.04,871,Central Region
Madhya Pradesh,2019,Q1,2019-Q1,Peer-to-peer payments,23708825,44114206183.09,1861,Central Region
Madhya Pradesh,2019,Q1,2019-Q1,Recharge & bill payments,9966905,2423593841.72,243,Central Region
Madhya Pradesh,2019,Q1,2019-Q1,Merchant payments,3018928,1263699222.35,419,Central Region
Madhya Pradesh,2019,Q1,2019-Q1,Financial Services,290838,28901169.29,99,Central Region
Madhya Pradesh,2019,Q1,2019-Q1,Others,315553,239879105.60,760,Central Region
Madhya Pradesh,2019,Q2,2019-Q2,Peer-to-peer payments,20868744,61758841793.88,2959,Central Region
Madhya Pradesh,2019,Q2,2019-Q2,Recharge & bill payments,12044969,3571897178.30,297,Central Region
Madhya Pradesh,2019,Q2,2019-Q2,Merchant payments,7331352,2671155681.45,364,Central Region
Madhya Pradesh,2019,Q2,2019-Q2,Financial Services,149197,18869661.51,126,Central Region
Madhya Pradesh,2019,Q2,2019-Q2,Others,451751,313802065.42,695,Central Region
Madhya Pradesh,2019,Q3,2019-Q3,Peer-to-peer payments,22631038,67648107703.04,2989,Central Region
Madhya Pradesh,2019,Q3,2019-Q3,Merchant payments,17163551,5147459307.10,300,Central Region
Madhya Pradesh,2019,Q3,2019-Q3,Recharge & bill payments,13156616,4576521609.46,348,Central Region
Madhya Pradesh,2019,Q3,2019-Q3,Financial Services,192821,25654168.60,133,Central Region
Madhya Pradesh,2019,Q3,2019-Q3,Others,466385,278578703.04,597,Central Region
Madhya Pradesh,2019,Q4,2019-Q4,Peer-to-peer payments,32083162,92064471161.99,2870,Central Region
Madhya Pradesh,2019,Q4,2019-Q4,Merchant payments,19447707,7304157801.61,376,Central Region
Madhya Pradesh,2019,Q4,2019-Q4,Recharge & bill payments,16081734,5104821721.00,317,Central Region
Madhya Pradesh,2019,Q4,2019-Q4,Financial Services,127116,24020060.93,189,Central Region
Madhya Pradesh,2019,Q4,2019-Q4,Others,392270,190456045.32,486,Central Region
Madhya Pradesh,2020,Q1,2020-Q1,Peer-to-peer payments,34540722,110325991607.38,3194,Central Region
Madhya Pradesh,2020,Q1,2020-Q1,Merchant payments,24618074,9898242848.26,402,Central Region
Madhya Pradesh,2020,Q1,2020-Q1,Recharge & bill payments,19788516,6311610609.85,319,Central Region
Madhya Pradesh,2020,Q1,2020-Q1,Financial Services,68055,30645714.40,450,Central Region
Madhya Pradesh,2020,Q1,2020-Q1,Others,351379,170790656.30,486,Central Region
Madhya Pradesh,2020,Q2,2020-Q2,Peer-to-peer payments,34860958,128184693854.80,3677,Central Region
Madhya Pradesh,2020,Q2,2020-Q2,Recharge & bill payments,27497528,8904067957.01,324,Central Region
Madhya Pradesh,2020,Q2,2020-Q2,Merchant payments,13685723,10666223053.63,779,Central Region
Madhya Pradesh,2020,Q2,2020-Q2,Financial Services,80988,62073621.44,766,Central Region
Madhya Pradesh,2020,Q2,2020-Q2,Others,215376,104956802.17,487,Central Region
Madhya Pradesh,2020,Q3,2020-Q3,Peer-to-peer payments,50871564,174978985034.29,3440,Central Region
Madhya Pradesh,2020,Q3,2020-Q3,Merchant payments,31879804,20621273981.66,647,Central Region
Madhya Pradesh,2020,Q3,2020-Q3,Recharge & bill payments,25380467,9834190567.21,387,Central Region
Madhya Pradesh,2020,Q3,2020-Q3,Financial Services,131725,122971108.07,934,Central Region
Madhya Pradesh,2020,Q3,2020-Q3,Others,316321,144259293.32,456,Central Region
Madhya Pradesh,2020,Q4,2020-Q4,Peer-to-peer payments,67972167,235584201864.22,3466,Central Region
Madhya Pradesh,2020,Q4,2020-Q4,Merchant payments,57707471,37315576877.15,647,Central Region
Madhya Pradesh,2020,Q4,2020-Q4,Recharge & bill payments,27335834,10977774483.33,402,Central Region
Madhya Pradesh,2020,Q4,2020-Q4,Financial Services,149532,132590450.07,887,Central Region
Madhya Pradesh,2020,Q4,2020-Q4,Others,487537,264996097.61,544,Central Region
Madhya Pradesh,2021,Q1,2021-Q1,Merchant payments,84812245,50098244499.51,591,Central Region
Madhya Pradesh,2021,Q1,2021-Q1,Peer-to-peer payments,84070625,279938170703.82,3330,Central Region
Madhya Pradesh,2021,Q1,2021-Q1,Recharge & bill payments,32500681,13060914041.04,402,Central Region
Madhya Pradesh,2021,Q1,2021-Q1,Financial Services,169378,161838389.80,955,Central Region
Madhya Pradesh,2021,Q1,2021-Q1,Others,445569,274786748.13,617,Central Region
Madhya Pradesh,2021,Q2,2021-Q2,Peer-to-peer payments,99367521,348935762191.10,3512,Central Region
Madhya Pradesh,2021,Q2,2021-Q2,Merchant payments,77113464,58839392449.99,763,Central Region
Madhya Pradesh,2021,Q2,2021-Q2,Recharge & bill payments,46118636,17230546398.85,374,Central Region
Madhya Pradesh,2021,Q2,2021-Q2,Financial Services,188726,177313389.67,940,Central Region
Madhya Pradesh,2021,Q2,2021-Q2,Others,526333,317753606.01,604,Central Region
Madhya Pradesh,2021,Q3,2021-Q3,Merchant payments,138433772,85885669792.43,620,Central Region
Madhya Pradesh,2021,Q3,2021-Q3,Peer-to-peer payments,127654821,398912712886.46,3125,Central Region
Madhya Pradesh,2021,Q3,2021-Q3,Recharge & bill payments,44437315,19025346050.63,428,Central Region
Madhya Pradesh,2021,Q3,2021-Q3,Financial Services,174454,180366422.58,1034,Central Region
Madhya Pradesh,2021,Q3,2021-Q3,Others,742972,408508699.44,550,Central Region
Madhya Pradesh,2021,Q4,2021-Q4,Merchant payments,197193842,126461098235.02,641,Central Region
Madhya Pradesh,2021,Q4,2021-Q4,Peer-to-peer payments,159649020,507118521843.36,3176,Central Region
Madhya Pradesh,2021,Q4,2021-Q4,Recharge & bill payments,46220966,22492766779.16,487,Central Region
Madhya Pradesh,2021,Q4,2021-Q4,Financial Services,247925,246488171.38,994,Central Region
Madhya Pradesh,2021,Q4,2021-Q4,Others,996331,568617375.59,571,Central Region
Madhya Pradesh,2022,Q1,2022-Q1,Merchant payments,237691924,143310226696.72,603,Central Region
Madhya Pradesh,2022,Q1,2022-Q1,Peer-to-peer payments,185008444,578201697703.75,3125,Central Region
Madhya Pradesh,2022,Q1,2022-Q1,Recharge & bill payments,48870314,25437774564.26,521,Central Region
Madhya Pradesh,2022,Q1,2022-Q1,Financial Services,222923,219927120.16,987,Central Region
Madhya Pradesh,2022,Q1,2022-Q1,Others,909453,495513514.75,545,Central Region
Madhya Pradesh,2022,Q2,2022-Q2,Merchant payments,287616385,174183397721.36,606,Central Region
Madhya Pradesh,2022,Q2,2022-Q2,Peer-to-peer payments,202093283,663180522499.34,3282,Central Region
Madhya Pradesh,2022,Q2,2022-Q2,Recharge & bill payments,54318983,29125694281.82,536,Central Region
Madhya Pradesh,2022,Q2,2022-Q2,Financial Services,157672,153944499.74,976,Central Region
Madhya Pradesh,2022,Q2,2022-Q2,Others,713506,381178326.32,534,Central Region
Madhya Pradesh,2022,Q3,2022-Q3,Merchant payments,391105651,212445928287.40,543,Central Region
Madhya Pradesh,2022,Q3,2022-Q3,Peer-to-peer payments,267013695,780650402034.40,2924,Central Region
Madhya Pradesh,2022,Q3,2022-Q3,Recharge & bill payments,72148870,39132574047.52,542,Central Region
Madhya Pradesh,2022,Q3,2022-Q3,Financial Services,240678,236981163.63,985,Central Region
Madhya Pradesh,2022,Q3,2022-Q3,Others,750665,442608716.72,590,Central Region
Madhya Pradesh,2022,Q4,2022-Q4,Merchant payments,492999084,272801597092.48,553,Central Region
Madhya Pradesh,2022,Q4,2022-Q4,Peer-to-peer payments,325467851,984255199293.65,3024,Central Region
Madhya Pradesh,2022,Q4,2022-Q4,Recharge & bill payments,79289399,45143248068.82,569,Central Region
Madhya Pradesh,2022,Q4,2022-Q4,Financial Services,286931,278304972.65,970,Central Region
Madhya Pradesh,2022,Q4,2022-Q4,Others,785003,521508120.73,664,Central Region
Maharashtra,2018,Q1,2018-Q1,Recharge & bill payments,9670237,2283567431.22,236,Western Region
Maharashtra,2018,Q1,2018-Q1,Peer-to-peer payments,5227770,18283896464.75,3497,Western Region
Maharashtra,2018,Q1,2018-Q1,Merchant payments,616779,576964070.74,935,Western Region
Maharashtra,2018,Q1,2018-Q1,Financial Services,235051,60997258.06,260,Western Region
Maharashtra,2018,Q1,2018-Q1,Others,637197,506188032.95,794,Western Region
Maharashtra,2018,Q2,2018-Q2,Recharge & bill payments,12384216,3725800358.68,301,Western Region
Maharashtra,2018,Q2,2018-Q2,Peer-to-peer payments,7772336,30782831245.66,3961,Western Region
Maharashtra,2018,Q2,2018-Q2,Merchant payments,1306326,1226121649.50,939,Western Region
Maharashtra,2018,Q2,2018-Q2,Financial Services,262875,85545909.44,325,Western Region
Maharashtra,2018,Q2,2018-Q2,Others,559987,536758077.85,959,Western Region
Maharashtra,2018,Q3,2018-Q3,Recharge & bill payments,14371791,4547486090.19,316,Western Region
Maharashtra,2018,Q3,2018-Q3,Peer-to-peer payments,13470065,45466534003.98,3375,Western Region
Maharashtra,2018,Q3,2018-Q3,Merchant payments,2797204,1702220875.43,609,Western Region
Maharashtra,2018,Q3,2018-Q3,Financial Services,234598,52348968.01,223,Western Region
Maharashtra,2018,Q3,2018-Q3,Others,664880,492227795.64,740,Western Region
Maharashtra,2018,Q4,2018-Q4,Peer-to-peer payments,20824667,68974011019.10,3312,Western Region
Maharashtra,2018,Q4,2018-Q4,Recharge & bill payments,18071025,5860865070.47,324,Western Region
Maharashtra,2018,Q4,2018-Q4,Merchant payments,6047705,3985195742.25,659,Western Region
Maharashtra,2018,Q4,2018-Q4,Financial Services,325121,77345546.53,238,Western Region
Maharashtra,2018,Q4,2018-Q4,Others,821705,621519669.48,756,Western Region
Maharashtra,2019,Q1,2019-Q1,Peer-to-peer payments,37360716,97373087988.09,2606,Western Region
Maharashtra,2019,Q1,2019-Q1,Recharge & bill payments,24540041,8256500586.65,336,Western Region
Maharashtra,2019,Q1,2019-Q1,Merchant payments,12069119,5172594695.53,429,Western Region
Maharashtra,2019,Q1,2019-Q1,Financial Services,287569,49487746.21,172,Western Region
Maharashtra,2019,Q1,2019-Q1,Others,821624,569019903.86,693,Western Region
Maharashtra,2019,Q2,2019-Q2,Peer-to-peer payments,42546317,130558153687.95,3069,Western Region
Maharashtra,2019,Q2,2019-Q2,Recharge & bill payments,29395661,12197234771.43,415,Western Region
Maharashtra,2019,Q2,2019-Q2,Merchant payments,27854042,9728561726.77,349,Western Region
Maharashtra,2019,Q2,2019-Q2,Financial Services,182840,45291636.11,248,Western Region
Maharashtra,2019,Q2,2019-Q2,Others,1170993,765228265.80,653,Western Region
Maharashtra,2019,Q3,2019-Q3,Peer-to-peer payments,57991699,165731686168.56,2858,Western Region
Maharashtra,2019,Q3,2019-Q3,Merchant payments,54683738,17545729507.40,321,Western Region
Maharashtra,2019,Q3,2019-Q3,Recharge & bill payments,34309301,15471698543.74,451,Western Region
Maharashtra,2019,Q3,2019-Q3,Financial Services,231467,54108447.39,234,Western Region
Maharashtra,2019,Q3,2019-Q3,Others,1519376,814284077.86,536,Western Region
Maharashtra,2019,Q4,2019-Q4,Merchant payments,80127804,27209874138.49,340,Western Region
Maharashtra,2019,Q4,2019-Q4,Peer-to-peer payments,78795871,227268054757.22,2884,Western Region
Maharashtra,2019,Q4,2019-Q4,Recharge & bill payments,40705998,17794666215.04,437,Western Region
Maharashtra,2019,Q4,2019-Q4,Financial Services,129755,49622863.82,382,Western Region
Maharashtra,2019,Q4,2019-Q4,Others,1501192,672210824.98,448,Western Region
Maharashtra,2020,Q1,2020-Q1,Merchant payments,100337738,35200130304.83,351,Western Region
Maharashtra,2020,Q1,2020-Q1,Peer-to-peer payments,87067410,262541205695.84,3015,Western Region
Maharashtra,2020,Q1,2020-Q1,Recharge & bill payments,50199498,21603565070.43,430,Western Region
Maharashtra,2020,Q1,2020-Q1,Financial Services,123476,91363684.13,740,Western Region
Maharashtra,2020,Q1,2020-Q1,Others,1215959,558931962.88,460,Western Region
Maharashtra,2020,Q2,2020-Q2,Peer-to-peer payments,74295930,239933338682.69,3229,Western Region
Maharashtra,2020,Q2,2020-Q2,Recharge & bill payments,60856480,23112343247.42,380,Western Region
Maharashtra,2020,Q2,2020-Q2,Merchant payments,48965388,32859184582.22,671,Western Region
Maharashtra,2020,Q2,2020-Q2,Financial Services,206461,211733275.78,1026,Western Region
Maharashtra,2020,Q2,2020-Q2,Others,466502,242917371.30,521,Western Region
Maharashtra,2020,Q3,2020-Q3,Peer-to-peer payments,108436214,351555554813.21,3242,Western Region
Maharashtra,2020,Q3,2020-Q3,Merchant payments,100808237,60171102123.95,597,Western Region
Maharashtra,2020,Q3,2020-Q3,Recharge & bill payments,58082283,27915727882.59,481,Western Region
Maharashtra,2020,Q3,2020-Q3,Financial Services,325453,333669599.62,1025,Western Region
Maharashtra,2020,Q3,2020-Q3,Others,658737,331024593.07,503,Western Region
Maharashtra,2020,Q4,2020-Q4,Merchant payments,189845640,103804638603.75,547,Western Region
Maharashtra,2020,Q4,2020-Q4,Peer-to-peer payments,151741840,485747881733.82,3201,Western Region
Maharashtra,2020,Q4,2020-Q4,Recharge & bill payments,64556682,31556917821.78,489,Western Region
Maharashtra,2020,Q4,2020-Q4,Financial Services,398409,418399992.54,1050,Western Region
Maharashtra,2020,Q4,2020-Q4,Others,1078433,627692680.41,582,Western Region
Maharashtra,2021,Q1,2021-Q1,Merchant payments,253043309,129493046208.16,512,Western Region
Maharashtra,2021,Q1,2021-Q1,Peer-to-peer payments,187021609,599213284361.80,3204,Western Region
Maharashtra,2021,Q1,2021-Q1,Recharge & bill payments,76389103,40057211827.16,524,Western Region
Maharashtra,2021,Q1,2021-Q1,Financial Services,439551,492900202.68,1121,Western Region
Maharashtra,2021,Q1,2021-Q1,Others,966668,630909553.45,653,Western Region
Maharashtra,2021,Q2,2021-Q2,Merchant payments,247194293,150864465217.02,610,Western Region
Maharashtra,2021,Q2,2021-Q2,Peer-to-peer payments,228551961,719859665693.53,3150,Western Region
Maharashtra,2021,Q2,2021-Q2,Recharge & bill payments,96271138,43154405548.45,448,Western Region
Maharashtra,2021,Q2,2021-Q2,Financial Services,504252,536780917.04,1065,Western Region
Maharashtra,2021,Q2,2021-Q2,Others,1094842,699738247.67,639,Western Region
Maharashtra,2021,Q3,2021-Q3,Merchant payments,390051884,216701984638.99,556,Western Region
Maharashtra,2021,Q3,2021-Q3,Peer-to-peer payments,296951706,890860873379.56,3000,Western Region
Maharashtra,2021,Q3,2021-Q3,Recharge & bill payments,103943973,50242023586.06,483,Western Region
Maharashtra,2021,Q3,2021-Q3,Financial Services,448646,579098938.66,1291,Western Region
Maharashtra,2021,Q3,2021-Q3,Others,1477851,873324624.18,591,Western Region
Maharashtra,2021,Q4,2021-Q4,Merchant payments,540351277,305512280091.42,565,Western Region
Maharashtra,2021,Q4,2021-Q4,Peer-to-peer payments,361865450,1109862480618.22,3067,Western Region
Maharashtra,2021,Q4,2021-Q4,Recharge & bill payments,105990417,58087950922.44,548,Western Region
Maharashtra,2021,Q4,2021-Q4,Financial Services,606265,707102765.31,1166,Western Region
Maharashtra,2021,Q4,2021-Q4,Others,1918093,1188658731.12,620,Western Region
Maharashtra,2022,Q1,2022-Q1,Merchant payments,646277671,340240479374.37,526,Western Region
Maharashtra,2022,Q1,2022-Q1,Peer-to-peer payments,411989717,1274889182430.20,3094,Western Region
Maharashtra,2022,Q1,2022-Q1,Recharge & bill payments,108896881,64507860103.55,592,Western Region
Maharashtra,2022,Q1,2022-Q1,Financial Services,583243,677612619.28,1162,Western Region
Maharashtra,2022,Q1,2022-Q1,Others,1758926,1084139453.73,616,Western Region
Maharashtra,2022,Q2,2022-Q2,Merchant payments,810961772,428469294407.16,528,Western Region
Maharashtra,2022,Q2,2022-Q2,Peer-to-peer payments,470258043,1501201968773.81,3192,Western Region
Maharashtra,2022,Q2,2022-Q2,Recharge & bill payments,124280427,75110969246.16,604,Western Region
Maharashtra,2022,Q2,2022-Q2,Financial Services,490152,559321829.45,1141,Western Region
Maharashtra,2022,Q2,2022-Q2,Others,1542719,930827919.30,603,Western Region
Maharashtra,2022,Q3,2022-Q3,Merchant payments,876618082,432250721734.13,493,Western Region
Maharashtra,2022,Q3,2022-Q3,Peer-to-peer payments,483481713,1434565548650.91,2967,Western Region
Maharashtra,2022,Q3,2022-Q3,Recharge & bill payments,124545840,79360150487.37,637,Western Region
Maharashtra,2022,Q3,2022-Q3,Financial Services,521362,571583115.67,1096,Western Region
Maharashtra,2022,Q3,2022-Q3,Others,1222420,831183386.47,680,Western Region
Maharashtra,2022,Q4,2022-Q4,Merchant payments,1025666187,502660888415.46,490,Western Region
Maharashtra,2022,Q4,2022-Q4,Peer-to-peer payments,535142126,1622619308526.96,3032,Western Region
Maharashtra,2022,Q4,2022-Q4,Recharge & bill payments,126118544,83576414221.03,663,Western Region
Maharashtra,2022,Q4,2022-Q4,Financial Services,620124,699276779.19,1128,Western Region
Maharashtra,2022,Q4,2022-Q4,Others,1228291,914951674.48,745,Western Region
Manipur,2018,Q1,2018-Q1,Recharge & bill payments,50212,6463184.55,129,North-Eastern Region
Manipur,2018,Q1,2018-Q1,Peer-to-peer payments,26382,115495173.56,4378,North-Eastern Region
Manipur,2018,Q1,2018-Q1,Financial Services,2660,412579.54,155,North-Eastern Region
Manipur,2018,Q1,2018-Q1,Merchant payments,1614,3616475.64,2241,North-Eastern Region
Manipur,2018,Q1,2018-Q1,Others,3201,2058760.64,643,North-Eastern Region
Manipur,2018,Q2,2018-Q2,Recharge & bill payments,77991,11541247.78,148,North-Eastern Region
Manipur,2018,Q2,2018-Q2,Peer-to-peer payments,60365,232157389.79,3846,North-Eastern Region
Manipur,2018,Q2,2018-Q2,Financial Services,5992,1241901.27,207,North-Eastern Region
Manipur,2018,Q2,2018-Q2,Merchant payments,4041,5366759.83,1328,North-Eastern Region
Manipur,2018,Q2,2018-Q2,Others,3332,2902422.65,871,North-Eastern Region
Manipur,2018,Q3,2018-Q3,Peer-to-peer payments,95204,357768750.18,3758,North-Eastern Region
Manipur,2018,Q3,2018-Q3,Recharge & bill payments,81323,13912990.48,171,North-Eastern Region
Manipur,2018,Q3,2018-Q3,Merchant payments,7396,9180953.98,1241,North-Eastern Region
Manipur,2018,Q3,2018-Q3,Financial Services,2577,333081.64,129,North-Eastern Region
Manipur,2018,Q3,2018-Q3,Others,2758,2135468.51,774,North-Eastern Region
Manipur,2018,Q4,2018-Q4,Recharge & bill payments,113507,18898063.28,166,North-Eastern Region
Manipur,2018,Q4,2018-Q4,Peer-to-peer payments,104872,562009595.96,5359,North-Eastern Region
Manipur,2018,Q4,2018-Q4,Merchant payments,13333,20685433.28,1551,North-Eastern Region
Manipur,2018,Q4,2018-Q4,Financial Services,1452,307325.24,212,North-Eastern Region
Manipur,2018,Q4,2018-Q4,Others,2946,3783141.54,1284,North-Eastern Region
Manipur,2019,Q1,2019-Q1,Peer-to-peer payments,127067,619919870.75,4879,North-Eastern Region
Manipur,2019,Q1,2019-Q1,Recharge & bill payments,120000,22106830.37,184,North-Eastern Region
Manipur,2019,Q1,2019-Q1,Merchant payments,15190,14580183.38,960,North-Eastern Region
Manipur,2019,Q1,2019-Q1,Financial Services,800,174777.17,218,North-Eastern Region
Manipur,2019,Q1,2019-Q1,Others,2352,3116398.76,1325,North-Eastern Region
Manipur,2019,Q2,2019-Q2,Peer-to-peer payments,120153,679785849.14,5658,North-Eastern Region
Manipur,2019,Q2,2019-Q2,Recharge & bill payments,116500,23573234.27,202,North-Eastern Region
Manipur,2019,Q2,2019-Q2,Merchant payments,18044,15996651.15,887,North-Eastern Region
Manipur,2019,Q2,2019-Q2,Financial Services,387,91955.02,238,North-Eastern Region
Manipur,2019,Q2,2019-Q2,Others,2341,3342252.58,1428,North-Eastern Region
Manipur,2019,Q3,2019-Q3,Recharge & bill payments,180057,36634657.05,203,North-Eastern Region
Manipur,2019,Q3,2019-Q3,Peer-to-peer payments,144965,803335616.63,5542,North-Eastern Region
Manipur,2019,Q3,2019-Q3,Merchant payments,17683,20490224.44,1159,North-Eastern Region
Manipur,2019,Q3,2019-Q3,Financial Services,358,367865.79,1028,North-Eastern Region
Manipur,2019,Q3,2019-Q3,Others,1945,2723638.65,1400,North-Eastern Region
Manipur,2019,Q4,2019-Q4,Recharge & bill payments,212136,44202546.57,208,North-Eastern Region
Manipur,2019,Q4,2019-Q4,Peer-to-peer payments,211927,1123258478.45,5300,North-Eastern Region
Manipur,2019,Q4,2019-Q4,Merchant payments,23094,30486780.45,1320,North-Eastern Region
Manipur,2019,Q4,2019-Q4,Financial Services,548,240641.77,439,North-Eastern Region
Manipur,2019,Q4,2019-Q4,Others,1639,2709234.86,1653,North-Eastern Region
Manipur,2020,Q1,2020-Q1,Peer-to-peer payments,451733,2458093401.74,5441,North-Eastern Region
Manipur,2020,Q1,2020-Q1,Recharge & bill payments,285234,62688260.38,220,North-Eastern Region
Manipur,2020,Q1,2020-Q1,Merchant payments,78067,74202067.07,950,North-Eastern Region
Manipur,2020,Q1,2020-Q1,Financial Services,622,354184.47,569,North-Eastern Region
Manipur,2020,Q1,2020-Q1,Others,3145,3252467.22,1034,North-Eastern Region
Manipur,2020,Q2,2020-Q2,Peer-to-peer payments,533206,2980242535.08,5589,North-Eastern Region
Manipur,2020,Q2,2020-Q2,Recharge & bill payments,450830,107589094.30,239,North-Eastern Region
Manipur,2020,Q2,2020-Q2,Merchant payments,92110,106540409.30,1157,North-Eastern Region
Manipur,2020,Q2,2020-Q2,Financial Services,1676,1457570.80,870,North-Eastern Region
Manipur,2020,Q2,2020-Q2,Others,5246,3106603.33,592,North-Eastern Region
Manipur,2020,Q3,2020-Q3,Peer-to-peer payments,774786,4301284799.33,5552,North-Eastern Region
Manipur,2020,Q3,2020-Q3,Recharge & bill payments,464659,113190539.15,244,North-Eastern Region
Manipur,2020,Q3,2020-Q3,Merchant payments,170653,195132026.63,1143,North-Eastern Region
Manipur,2020,Q3,2020-Q3,Financial Services,1878,1593035.94,848,North-Eastern Region
Manipur,2020,Q3,2020-Q3,Others,8192,4775719.81,583,North-Eastern Region
Manipur,2020,Q4,2020-Q4,Peer-to-peer payments,892853,5172499337.53,5793,North-Eastern Region
Manipur,2020,Q4,2020-Q4,Recharge & bill payments,436450,114202616.35,262,North-Eastern Region
Manipur,2020,Q4,2020-Q4,Merchant payments,289050,307902115.38,1065,North-Eastern Region
Manipur,2020,Q4,2020-Q4,Financial Services,1806,2448402.91,1356,North-Eastern Region
Manipur,2020,Q4,2020-Q4,Others,7693,5172086.28,672,North-Eastern Region
Manipur,2021,Q1,2021-Q1,Peer-to-peer payments,1117829,6402367883.67,5728,North-Eastern Region
Manipur,2021,Q1,2021-Q1,Recharge & bill payments,796590,223955812.59,281,North-Eastern Region
Manipur,2021,Q1,2021-Q1,Merchant payments,377280,433297594.14,1148,North-Eastern Region
Manipur,2021,Q1,2021-Q1,Financial Services,3398,4385333.18,1291,North-Eastern Region
Manipur,2021,Q1,2021-Q1,Others,8438,6280890.91,744,North-Eastern Region
Manipur,2021,Q2,2021-Q2,Peer-to-peer payments,1372821,7041837917.79,5129,North-Eastern Region
Manipur,2021,Q2,2021-Q2,Recharge & bill payments,1187952,305103750.57,257,North-Eastern Region
Manipur,2021,Q2,2021-Q2,Merchant payments,510734,531484849.49,1041,North-Eastern Region
Manipur,2021,Q2,2021-Q2,Financial Services,4165,4256098.23,1022,North-Eastern Region
Manipur,2021,Q2,2021-Q2,Others,10603,7145346.31,674,North-Eastern Region
Manipur,2021,Q3,2021-Q3,Peer-to-peer payments,1819423,9134806594.53,5021,North-Eastern Region
Manipur,2021,Q3,2021-Q3,Recharge & bill payments,1368584,367664440.53,269,North-Eastern Region
Manipur,2021,Q3,2021-Q3,Merchant payments,735707,889317377.09,1209,North-Eastern Region
Manipur,2021,Q3,2021-Q3,Financial Services,3460,5625517.98,1626,North-Eastern Region
Manipur,2021,Q3,2021-Q3,Others,14222,9447098.78,664,North-Eastern Region
Manipur,2021,Q4,2021-Q4,Peer-to-peer payments,2199970,10998828287.53,5000,North-Eastern Region
Manipur,2021,Q4,2021-Q4,Recharge & bill payments,1451488,412791673.80,284,North-Eastern Region
Manipur,2021,Q4,2021-Q4,Merchant payments,1013985,1229517397.46,1213,North-Eastern Region
Manipur,2021,Q4,2021-Q4,Financial Services,4671,5941100.58,1272,North-Eastern Region
Manipur,2021,Q4,2021-Q4,Others,17325,11393578.84,658,North-Eastern Region
Manipur,2022,Q1,2022-Q1,Peer-to-peer payments,2517626,12169368063.41,4834,North-Eastern Region
Manipur,2022,Q1,2022-Q1,Recharge & bill payments,1528476,469035958.35,307,North-Eastern Region
Manipur,2022,Q1,2022-Q1,Merchant payments,1247205,1489604137.21,1194,North-Eastern Region
Manipur,2022,Q1,2022-Q1,Financial Services,4878,6057615.53,1242,North-Eastern Region
Manipur,2022,Q1,2022-Q1,Others,15494,10435303.88,674,North-Eastern Region
Manipur,2022,Q2,2022-Q2,Peer-to-peer payments,2843426,12704512238.81,4468,North-Eastern Region
Manipur,2022,Q2,2022-Q2,Merchant payments,1709547,1757831052.07,1028,North-Eastern Region
Manipur,2022,Q2,2022-Q2,Recharge & bill payments,1533778,448637966.72,293,North-Eastern Region
Manipur,2022,Q2,2022-Q2,Financial Services,4069,4753628.56,1168,North-Eastern Region
Manipur,2022,Q2,2022-Q2,Others,14812,7175748.99,484,North-Eastern Region
Manipur,2022,Q3,2022-Q3,Peer-to-peer payments,3127266,12927705072.14,4134,North-Eastern Region
Manipur,2022,Q3,2022-Q3,Merchant payments,1829741,2010460357.09,1099,North-Eastern Region
Manipur,2022,Q3,2022-Q3,Recharge & bill payments,1379911,432182393.84,313,North-Eastern Region
Manipur,2022,Q3,2022-Q3,Financial Services,4524,4671353.41,1033,North-Eastern Region
Manipur,2022,Q3,2022-Q3,Others,11300,6411090.83,567,North-Eastern Region
Manipur,2022,Q4,2022-Q4,Peer-to-peer payments,3259645,13133729481.47,4029,North-Eastern Region
Manipur,2022,Q4,2022-Q4,Merchant payments,1828984,2074698993.42,1134,North-Eastern Region
Manipur,2022,Q4,2022-Q4,Recharge & bill payments,1325391,406031254.08,306,North-Eastern Region
Manipur,2022,Q4,2022-Q4,Financial Services,4691,5754919.96,1227,North-Eastern Region
Manipur,2022,Q4,2022-Q4,Others,9959,5742049.40,577,North-Eastern Region
Meghalaya,2018,Q1,2018-Q1,Recharge & bill payments,31857,6028476.15,189,North-Eastern Region
Meghalaya,2018,Q1,2018-Q1,Peer-to-peer payments,13274,55943496.52,4215,North-Eastern Region
Meghalaya,2018,Q1,2018-Q1,Merchant payments,1605,2395888.44,1493,North-Eastern Region
Meghalaya,2018,Q1,2018-Q1,Financial Services,532,144318.25,271,North-Eastern Region
Meghalaya,2018,Q1,2018-Q1,Others,2303,1738080.43,755,North-Eastern Region
Meghalaya,2018,Q2,2018-Q2,Recharge & bill payments,42625,9657896.16,227,North-Eastern Region
Meghalaya,2018,Q2,2018-Q2,Peer-to-peer payments,19894,101140464.66,5084,North-Eastern Region
Meghalaya,2018,Q2,2018-Q2,Merchant payments,2929,3663446.44,1251,North-Eastern Region
Meghalaya,2018,Q2,2018-Q2,Financial Services,592,580648.34,981,North-Eastern Region
Meghalaya,2018,Q2,2018-Q2,Others,1817,1962212.24,1080,North-Eastern Region
